classification_ethnologue,classification_glottolog,classification_wals,code_glottolog,code_iso,code_wals,description,ethnologue_family,glottolog_family,id,jsondata,latitude,long_extinct,longitude,markup_description,name,number_of_speakers,pk,recently_extinct,txt,wals_family,wals_genus,wordlist_pk,year_of_extinction
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Oil,French","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,GlobalFrench",IE.ROMANCE,stan1290,fra,fre,,Indo-European,Indo-European,FRENCH_2,{},48.0,False,2.0,,French 2,76795640,4082,False,"FRENCH_2{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Oil,French@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian,Oil,CentralOil,Macro-French,GlobalFrench}
 1   48.00    2.00    76795640   fre   fra
1 I	Z3, mwa //
2 you	ti, twa //
3 we	nu //
4 this	s3si //
5 that	s3, s3la //
6 who	ki //
7 what	k3, kwa //
8 not	n3 po //
9 all	tu //
11 one	E //
12 two	de //
13 big	gXo //
14 long	lo //
15 small	p3ti //
16 woman	fam //
17 man	om //
18 person	om //
19 fish	pwaso //
20 bird	wazo //
21 dog	SyE //
22 louse	pu //
23 tree	aXbX3 //
24 seed	s3mos //
25 leaf	fEy //
26 root	Xasin //
27 bark	ekoXs //
28 skin	po //
29 flesh	vyod //
30 blood	so //
31 bone	os //
32 grease	gXEs //
33 egg	Ef //
34 horn	koXn //
35 tail	ke //
36 feather	plim //
37 hair	Sve //
38 head	tEt //
39 ear	oXEy //
40 eye	Ey //
41 nose	ne //
42 mouth	buS //
43 tooth	do //
44 tongue	log //
45 claw	ogl3 //
46 foot	pye //
47 knee	Z3nu //
48 hand	mE //
49 belly	votX3 //
50 neck	ku //
51 breast	sE //
52 heart	kEX //
53 liver	fwa //
54 drink	bwaX //
55 eat	moZe //
56 bite	moXdX3 //
57 see	vwaX //
58 hear	otodX3 //
59 know	savwaX //
60 sleep	doXmiX //
61 die	muXiX //
62 kill	tie //
63 swim	naZe //
64 fly	vole //
65 walk	maXSe, ale apye //
66 come	v3niX //
67 lie	EtX3 kuSe //
68 sit	EtX3 asi //
69 stand	EtX3 d3bu //
70 give	done //
71 say	diX //
72 sun	solEy //
73 moon	lin //
74 star	etwal //
75 water	o //
76 rain	plyi //
77 stone	pyEX //
78 sand	sobl3 //
79 earth	tEX //
80 cloud	nyaZ //
81 smoke	fime //
82 fire	fe //
83 ash	sodX3 //
84 burn	bXile, flobe //
85 path	sotye //
86 mountain	mo, mota5 //
87 red	XuZ //
88 green	vEX //
89 yellow	Zon //
90 white	blo //
91 black	nwaX //
92 night	nyi //
93 hot	So //
94 cold	fXwa //
95 full	plE, Xopli //
96 new	nEf, nuvo //
97 good	bo //
98 round	Xo //
99 dry	sEk //
100 name	no //",IE,ROMANCE,4082,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian",IE.ROMANCE,friu1240,fur,,,Indo-European,Indo-European,FRIULIAN,{},46.17,False,12.9,,Friulian,300000,4083,False,"FRIULIAN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Rhaetian,Rhaetian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Rhaetian}
 1   46.17   12.90      300000         fur
1 I	yo //
2 you	tu //
3 we	nou, noaltris //
11 one	uN //
12 two	doi //
18 person	pErsoN //
19 fish	pes //
21 dog	CaN, ky~aN //
22 louse	pEdoli //
23 tree	arbul //
25 leaf	fw~eE //
28 skin	py~el //
30 blood	saNk //
31 bone	vw~es //
34 horn	kw~ar //
39 ear	oreli //
40 eye	voli //
41 nose	nas //
43 tooth	dint //
44 tongue	leNgE //
47 knee	zEnoli, jEnoli //
48 hand	man //
51 breast	pet //
53 liver	fiat, fy~at //
54 drink	bevi //
57 see	viodi, vy~odi //
58 hear	sintei //
61 die	murei //
66 come	vi5ei //
72 sun	soreli //
74 star	stelE //
75 water	agE //
77 stone	py~erE //
82 fire	fouk, fuk //
85 path	stradE //
86 mountain	mont, monta5E //
92 night	5ot //
95 full	plen //
96 new	5ouf, 5uf //
100 name	non //",IE,ROMANCE,4083,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Portuguese-Galician","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance",IE.ROMANCE,gali1258,glg,glc,,Indo-European,Indo-European,GALICIAN,{},43.0,False,-8.0,,Galician,2372000,4084,False,"GALICIAN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Portuguese-Galician@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,GalicianRomance}
 1   43.00   -8.00     2372000   glc   glg
2 you	ti //
3 we	nos //
11 one	un //
12 two	dous //
18 person	ome //
19 fish	pEiSe //
21 dog	kan //
22 louse	pioLo //
23 tree	arbore //
25 leaf	foLa //
28 skin	pEl //
30 blood	saNge //
31 bone	oso //
34 horn	korno //
39 ear	orELa //
40 eye	oLo //
41 nose	nari8 //
43 tooth	dEnte //
44 tongue	liNgw~a //
47 knee	SeonLo //
48 hand	man //
51 breast	pEito //
53 liver	figado //
54 drink	beber //
57 see	ber //
58 hear	oir //
61 die	morer //
66 come	bir //
72 sun	sol //
74 star	Estrela //
75 water	auga //
77 stone	pEdra //
82 fire	lume //
85 path	Estrada //
86 mountain	monta5a //
92 night	noite //
95 full	Ceo //
96 new	nobo //
100 name	nome //",IE,ROMANCE,4084,
"Indo-European,Italic,Romance,Southern,Sardinian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,SouthernRomance,Sardo-Corsican,Corsic",IE.ROMANCE,gall1276,sdn,,,Indo-European,Indo-European,GALLURESE_SARDINIAN,{},41.11,False,9.24,,Gallurese Sardinian,100000,4085,False,"GALLURESE_SARDINIAN{IE.ROMANCE|Indo-European,Italic,Romance,Southern,Sardinian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,SouthernRomance,Sardo-Corsican,Corsic}
 1   41.11    9.24      100000         sdn
1 I	eo //
2 you	tu //
3 we	noi //
11 one	unu, una //
18 person	omu //
19 fish	peskiu //
40 eye	oCy //
43 tooth	denti //
44 tongue	liNga //
47 knee	gyinoCy //
48 hand	manu //
72 sun	soli //
75 water	ea //
77 stone	petra //
86 mountain	munta5a //
92 night	notti //
95 full	pie5o //
96 new	nou //",IE,ROMANCE,4085,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,Oc","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,Occitanic",IE.ROMANCE,occi1239,oci,occ,,Indo-European,Indo-European,GASCON,{},43.3,False,0.1,,Gascon,218310,4086,False,"GASCON{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,Oc@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,Occitanic}
 1   43.30    0.10      218310   occ   oci
1 I	jo, yo //
2 you	ti //
3 we	nuzant~es //
11 one	i //
12 two	dis, dios //
18 person	omi //
19 fish	pES //
21 dog	ka //
22 louse	pedui //
23 tree	arbe //
25 leaf	wueyo, hueyo //
28 skin	pEt //
30 blood	saN //
31 bone	os //
34 horn	korno //
39 ear	aureyo //
40 eye	wey //
41 nose	nas //
43 tooth	dent~ //
44 tongue	leNg~o //
47 knee	Zuy, juL //
48 hand	ma //
51 breast	pupo //
53 liver	hiCe //
54 drink	beore //
57 see	beze //
58 hear	auzi //
61 die	kreba //
66 come	biene //
72 sun	sureL //
74 star	estero //
75 water	aigo //
77 stone	pEiro //
82 fire	huek, wiek //
85 path	kami //
86 mountain	munta5o //
92 night	nwoyt //
95 full	ple //
96 new	nau //
100 name	num //",IE,ROMANCE,4086,
"Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,DalmatianRomance",IE.ROMANCE,istr1244,ist,,,Indo-European,Indo-European,ISTRIOT,{},45.09,False,13.64,,Istriot,1300,4087,False,"ISTRIOT{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,DalmatianRomance}
 1   45.09   13.64        1300         ist
1 I	mei //
2 you	tei //
3 we	nui //
11 one	oun //
12 two	dui //
18 person	parsona, on //
30 blood	saNgo //
43 tooth	dento //
44 tongue	leNgua //
66 come	venei //
72 sun	sul //
100 name	non //",IE,ROMANCE,4087,
"Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,ItalianRomance",IE.ROMANCE,ital1282,ita,ifi,,Indo-European,Indo-European,ITALIAN,{},43.0,False,12.0,,Italian,64819790,4088,False,"ITALIAN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,ItalianRomance}
 1   43.00   12.00    64819790   ifi   ita
1 I	io //
2 you	tu //
3 we	noi //
11 one	uno //
12 two	due //
18 person	persona //
19 fish	peSe //
21 dog	kane //
22 louse	pidokkyo //
23 tree	albero //
25 leaf	foLa //
28 skin	pElle //
30 blood	saNgwe //
31 bone	osso //
34 horn	korno //
39 ear	orekkyo //
40 eye	okkyo //
41 nose	naso //
43 tooth	dante //
44 tongue	liNgwa //
47 knee	jinokkyo //
48 hand	mano //
51 breast	pEtto //
53 liver	fegato //
54 drink	bere //
57 see	ved //
58 hear	ud //
61 die	mor //
66 come	vEn //
72 sun	sole //
74 star	stella //
75 water	akwa //
77 stone	pyEtra //
82 fire	fwoko //
85 path	sentyEro //
86 mountain	monta5a //
92 night	notte //
95 full	pyEno //
96 new	nwovo //
100 name	nome //",IE,ROMANCE,4088,
"Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,ItalianRomance",IE.ROMANCE,ital1282,ita,ifi,,Indo-European,Indo-European,ITALIAN_2,{},43.0,False,12.0,,Italian 2,64819790,4089,False,"ITALIAN_2{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,ItalianRomance}
 1   43.00   12.00    64819790   ifi   ita
1 I	io //
2 you	tu //
3 we	noi //
4 this	Co, kwesto //
5 that	Co, kwello //
6 who	ki //
7 what	ke, ke koza //
8 not	non //
9 all	tutto //
11 one	uno //
12 two	due //
13 big	grande //
14 long	luNgo //
15 small	pikkolo //
16 woman	donna //
17 man	uomo //
18 person	uomo, Essere umano //
19 fish	peSSe //
20 bird	utCello //
21 dog	kane //
22 louse	pidokkyo //
23 tree	albero //
24 seed	semente //
25 leaf	foLLa //
26 root	radiCe //
27 bark	kortetCa //
28 skin	pelle //
29 flesh	karne //
30 blood	saNgue //
31 bone	osso //
32 grease	grasso //
33 egg	uovo //
34 horn	korno //
35 tail	koda //
36 feather	penna //
37 hair	kapello //
38 head	kapo, testa //
39 ear	orekkyo //
40 eye	okkyo //
41 nose	nazo //
42 mouth	bokka //
43 tooth	dente //
44 tongue	liNgua //
45 claw	uNgya //
46 foot	piede //
47 knee	jinokkyo //
48 hand	mano //
49 belly	ventre //
50 neck	kollo //
51 breast	seno //
52 heart	kuore //
53 liver	fegato //
54 drink	bere //
55 eat	manjare //
56 bite	mordere //
57 see	vedere //
58 hear	udire, sentire //
59 know	sapere //
60 sleep	dormire //
61 die	morire //
62 kill	utCidere //
63 swim	nuotare //
64 fly	volare //
65 walk	kamminare, andare a piedi //
66 come	venire //
67 lie	jaCere //
68 sit	sedere, stare seduto //
69 stand	stare in piedi //
70 give	dare //
71 say	dire //
72 sun	sole //
73 moon	luna //
74 star	stella //
75 water	akkwa //
76 rain	piodja //
77 stone	sasso, pietra //
78 sand	arena, sabbia //
79 earth	terra //
80 cloud	nube, nuvola //
81 smoke	fumo //
82 fire	fuoko //
83 ash	Cenere //
84 burn	ardere, bruCare //
85 path	sentiero //
86 mountain	monte, monta55a //
87 red	rosso //
88 green	verde //
89 yellow	jallo //
90 white	biaNko //
91 black	nero //
92 night	notte //
93 hot	kaldo //
94 cold	freddo //
95 full	pieno //
96 new	nuovo //
97 good	buono //
98 round	rotondo //
99 dry	sekko //
100 name	nome //",IE,ROMANCE,4089,
"Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,ItalianRomance",IE.ROMANCE,ital1282,ita,ifi,,Indo-European,Indo-European,ITALIAN_GROSSETO_TUSCAN,{},43.0,False,12.0,,Italian Grosseto Tuscan,64819790,4090,False,"ITALIAN_GROSSETO_TUSCAN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Italo-Dalmatian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,Italo-Dalmatian,ItalianRomance}
 1   43.00   12.00    64819790   ifi   ita
1 I	io //
2 you	te //
3 we	noi //
11 one	uno //
12 two	due //
18 person	omo //
19 fish	peSe //
21 dog	kane //
22 louse	pidokyo //
23 tree	pyanta //
25 leaf	foLa //
28 skin	pEle //
30 blood	sangwe //
31 bone	oso //
34 horn	korno //
39 ear	orekyo //
40 eye	okyo //
41 nose	naso //
43 tooth	dEnte //
44 tongue	lingwa //
47 knee	Zinkyo //
48 hand	mano //
51 breast	pEto //
53 liver	fegato //
54 drink	bE //
57 see	vedere //
58 hear	sentire //
61 die	morire //
66 come	venire //
72 sun	sole //
74 star	stela //
75 water	akwa //
77 stone	saso //
82 fire	foko //
85 path	strada //
86 mountain	monata5a, monte //
92 night	note //
95 full	pyEno //
96 new	novo //
100 name	nome //",IE,ROMANCE,4090,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Castilian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Castilic,SouthCastilic",IE.ROMANCE,ladi1251,lad,lno,,Indo-European,Indo-European,JUDEO_ESPAGNOL,{},40.0,False,33.0,,Judeo Espagnol,137000,4091,False,"JUDEO_ESPAGNOL{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,WestIberian,Castilian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,WestIbero-Romance,Castilic,SouthCastilic}
 1   40.00   33.00      137000   lno   lad
1 I	yo //
2 you	vos, vozotros //
3 we	mozotros, nozotros //
11 one	uno, una //
12 two	dos //
18 person	persona, %benadam //
19 fish	peSkado, piSkado //
21 dog	perro //
22 louse	pioxo //
23 tree	arvole //
25 leaf	oxa //
28 skin	kuero //
30 blood	saNgre //
31 bone	gueso //
34 horn	kuerno //
39 ear	orexa //
40 eye	oxo //
41 nose	nariz //
43 tooth	dyente //
44 tongue	lingua, %laSon, alueNga //
47 knee	rodiyas, Cinoyos //
48 hand	mano //
51 breast	peCo, peCadura //
53 liver	igado //
54 drink	bever //
57 see	ver //
58 hear	oir, oyir, sentir //
61 die	murir, %ser niftar //
66 come	venir //
72 sun	sol //
74 star	estreya //
75 water	agua //
77 stone	pyedra //
82 fire	fuego, huego, lumbre //
85 path	kamino, karrera //
86 mountain	monta5a //
92 night	noCe //
95 full	yeno, yena //
96 new	muevo, mueva //
100 name	nombre //",IE,ROMANCE,4091,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,Oc","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,Occitanic",IE.ROMANCE,occi1239,oci,occ,,Indo-European,Indo-European,LANGUEDOCIEN,{},45.7,False,3.33,,Languedocien,218310,4092,False,"LANGUEDOCIEN{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Ibero-Romance,Oc@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,SouthwesternShiftedRomance,Occitanic}
 1   45.70    3.33      218310   occ   oci
2 you	ti //
3 we	nuzautres //
11 one	i //
12 two	dus //
18 person	persuno //
19 fish	peys //
21 dog	ka, gus //
22 louse	pezul //
23 tree	arbre //
25 leaf	fiElo //
28 skin	pel //
30 blood	saN //
31 bone	os //
34 horn	korno //
39 ear	awreLo //
40 eye	ieL //
41 nose	nas //
43 tooth	den //
44 tongue	leNg~o //
47 knee	jenul //
48 hand	ma //
51 breast	pupo //
53 liver	feje //
54 drink	bewre //
57 see	beyre //
58 hear	awzi //
61 die	kreba //
66 come	bEni //
72 sun	sulel //
74 star	estelo //
75 water	aygo //
77 stone	pEyro //
82 fire	fiok //
85 path	kami //
86 mountain	munta5o //
92 night	5oC //
95 full	ple //
96 new	naw //
100 name	nun //",IE,ROMANCE,4092,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",IE.ROMANCE,ligu1248,lij,itg,,Indo-European,Indo-European,LIGURIAN_GENOESE,{},44.42,False,8.95,,Ligurian Genoese,508210,4095,False,"LIGURIAN_GENOESE{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian}
 1   44.42    8.95      508210   itg   lij
1 I	mi //
2 you	ti //
3 we	nuiatri //
11 one	uN //
12 two	dui //
18 person	omu //
19 fish	peSu //
21 dog	kaN //
22 louse	pigEju //
23 tree	erbu //
25 leaf	foya //
28 skin	pele //
30 blood	saNgwe //
31 bone	Esu //
34 horn	kornu //
39 ear	wEja //
40 eye	Eju //
41 nose	nazu //
43 tooth	dente //
44 tongue	liNgwa //
47 knee	Zenuju //
48 hand	maN //
51 breast	petu //
53 liver	fegatu //
54 drink	bEyve //
57 see	vede //
58 hear	seNti //
61 die	mui //
66 come	ve5i //
72 sun	su //
74 star	stela //
75 water	egwa //
77 stone	pria //
82 fire	fEgu //
85 path	strada //
86 mountain	briku //
92 night	nEte //
95 full	piN //
96 new	nEvu //
100 name	nume //",IE,ROMANCE,4095,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",IE.ROMANCE,ligu1248,lij,itg,,Indo-European,Indo-European,LIGURIAN_RAPALLO,{},44.42,False,8.95,,Ligurian Rapallo,508210,4096,False,"LIGURIAN_RAPALLO{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian}
 1   44.42    8.95      508210   itg   lij
1 I	mi //
2 you	ti //
3 we	nui //
11 one	uN //
12 two	dui //
18 person	omu //
19 fish	pESu //
21 dog	kaN //
22 louse	pigEju //
23 tree	Erbu //
25 leaf	foya //
28 skin	pele //
30 blood	saNgwe //
31 bone	osu //
34 horn	kornu //
39 ear	aweje //
40 eye	Eju //
41 nose	nazu //
43 tooth	dEnte //
44 tongue	liNgwa //
47 knee	zenuju //
48 hand	maN //
51 breast	kaSeta //
53 liver	figEtu //
54 drink	bEye //
57 see	vede //
58 hear	seNti //
61 die	mui //
66 come	ve5i //
72 sun	su //
74 star	stela //
75 water	Egwa //
77 stone	pria //
82 fire	fEgu //
85 path	strada //
86 mountain	munta5a //
92 night	nEte //
95 full	piN //
96 new	nEvu //
100 name	nume //",IE,ROMANCE,4096,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",IE.ROMANCE,ligu1248,lij,itg,,Indo-European,Indo-European,LIGURIAN_STELLA,{},44.42,False,8.95,,Ligurian Stella,508210,4097,False,"LIGURIAN_STELLA{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian}
 1   44.42    8.95      508210   itg   lij
1 I	mi //
2 you	ti //
3 we	nuiatri //
11 one	uN //
12 two	dui //
18 person	kristyaN //
19 fish	pESu //
21 dog	kaN //
22 louse	pyEju //
23 tree	Erbu //
25 leaf	fEya //
28 skin	pEle //
30 blood	saNgwe //
31 bone	osu //
34 horn	kornu //
39 ear	weja //
40 eye	Eju //
41 nose	nazu //
43 tooth	dENCu //
44 tongue	lENgwa //
47 knee	Zenuju //
48 hand	maN //
51 breast	pEtu //
53 liver	fegatu //
54 drink	bEyve //
57 see	vyEy //
58 hear	seNti //
61 die	mii //
66 come	ve5i //
72 sun	su //
74 star	StEya //
75 water	Egwa //
77 stone	prEya //
82 fire	fE //
85 path	Stro //
86 mountain	briku //
92 night	nECe //
95 full	CEN //
96 new	nEvu //
100 name	nume //",IE,ROMANCE,4097,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",IE.ROMANCE,lomb1257,lmo,,,Indo-European,Indo-European,LOMBARD_BERGAMO,{},45.88,False,9.4,,Lombard Bergamo,3903000,4098,False,"LOMBARD_BERGAMO{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian}
 1   45.88    9.40     3903000         lmo
1 I	me //
2 you	te //
3 we	noter //
11 one	u //
12 two	du //
18 person	om //
19 fish	pEs //
21 dog	ka //
22 louse	pyoC //
23 tree	pyanta //
25 leaf	foya //
28 skin	pEl //
30 blood	sank //
31 bone	os //
34 horn	koren //
39 ear	orEja //
40 eye	oC //
41 nose	nas //
43 tooth	det //
44 tongue	lEngwa //
47 knee	jonoC //
48 hand	ma //
51 breast	stomEk //
53 liver	fidek //
54 drink	bif //
57 see	Et //
58 hear	sinti, senti //
61 die	mor //
66 come	E5 //
72 sun	sul //
74 star	stEla //
75 water	akwa //
77 stone	preda //
82 fire	fok //
85 path	strada //
86 mountain	monta5a //
92 night	noC //
95 full	pye //
96 new	nof //
100 name	nom //",IE,ROMANCE,4098,
"Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian","Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian",IE.ROMANCE,lomb1257,lmo,,,Indo-European,Indo-European,LOMBARD_PLESIO,{},45.88,False,9.4,,Lombard Plesio,3903000,4099,False,"LOMBARD_PLESIO{IE.ROMANCE|Indo-European,Italic,Romance,Italo-Western,Western,Gallo-Iberian,Gallo-Romance,Gallo-Italian@Indo-European,Italic,Latino-Faliscan,Latinic,ImperialLatin,Romance,Italo-WesternRomance,WesternRomance,ShiftedWesternRomance,NorthwesternShiftedRomance,Gallo-Italian}
 1   45.88    9.40     3903000         lmo
1 I	mi //
2 you	ti //
3 we	nuN //
11 one	vuN //
12 two	duu //
18 person	om //
19 fish	pEs //
21 dog	kaN //
22 louse	pyoC //
23 tree	pyanta //
25 leaf	foya //
28 skin	pEl //
30 blood	sank //
31 bone	os //
34 horn	kornu //
39 ear	urEja //
40 eye	oC //
41 nose	nas //
43 tooth	denC //
44 tongue	lengwa //
47 knee	jinoC //
48 hand	maN //
51 breast	StumEk //
53 liver	fidEk //
54 drink	bef //
57 see	vedE //
58 hear	senti //
61 die	muri //
66 come	ve5i //
72 sun	suu //
74 star	StEla //
75 water	akwa //
77 stone	sas //
82 fire	fok //
85 path	Strada //
86 mountain	munta5a //
92 night	noC //
95 full	pyee //
96 new	nof //
100 name	nom //",IE,ROMANCE,4099,
